/sounds|man29|Top Hat with 1/2 Roll in Up Line, Two 1/2 Turn Spin into a Vertical Downline
/sounds|man30|Figure Z with Full Roll on 45 Degree Up Line
/sounds|man31|Comet with Consecutive Two 1/4 Rolls Opposite on 45 Degree Down Line, 1/2 Roll on 45 Degree Up Line
/sounds|man32|Roll Combination with Consecutive Four 1/4 Rolls
/sounds|man33|Half Square Loop on Corner with 1/4 Rolls on each 45 Degree Up Line, Exit Inverted
/sounds|man34|Avalanche, from Inverted pull through a Loop with a Snap Roll at the Bottom,  Exit Inverted
/sounds|man35|Takeoff, Upwind
/sounds|man36|Straight Flight Out, Upwind
/sounds|man37|Procedure Turn, Turnaround
/sounds|man38|Straight Flight Back, Downwind
/sounds|man39|Stall Turn without Rolls, Upwind
/sounds|man40|Immelmann Turn, Upwind
/sounds|man41|45 Degree Upline, Upwind
/sounds|man42|Straight Inverted Flight, Downwind
/sounds|man43|Two Inside Loops, Upwind
/sounds|man44|Landing, Upwind
/sounds|man45|Takeoff
/sounds|man46|Straight Flight, out
/sounds|man47|Half Reverse Cuban Eight
/sounds|man48|Straight Flight, back
/sounds|man49|Immelmann turn
/sounds|man50|4d 5 degree Down Line
/sounds|man51|Box exit, and Re-Entry
/sounds|man52|One Horizontal Roll
/sounds|man53|Stall Turn without rolls
/sounds|man54|4d 5 degree Up Line
/sounds|man55|Split S. ,half roll, half loop from top
/sounds|man56|Double Immelmann without Rolls
/sounds|man57|Box exit and Re-Entry
/sounds|man58|Two Inside Loops
/sounds|man59|Half Reverse Cuban Eight
/sounds|man60|Two point, roll
/sounds|man61|Half Cuban Eight
/sounds|man62|Triangular loop, non rolling from bottom
/sounds|man63|Landing
/sounds|man64|Takeoff
/sounds|man65|Double Immelmann with half rolls
/sounds|man66|Stall Turn without rolls
/sounds|man67|Reverse Cuban Eight with half rolls
/sounds|man68|Half Square Loop with full roll up, inverted exit
/sounds|man69|Two Inside loops, from the top, inverted exit
/sounds|man70|Half loop from the top
/sounds|man71|Two half rolls reversed, pause in middle
/sounds|man72|Top Hat with 1/4 rolls up and down
/sounds|man73|Triangle loop, non rolling base at top
/sounds|man74|Humpty bump with roll options, half roll up or 1/4 roll up and down
/sounds|man75|Two horizontal rolls
/sounds|man76|Sharks Tooth, half roll on 45 degree down line
/sounds|man77|Square Loop on Corner
/sounds|man78|Half Reverse Cuban Eight
/sounds|man79|45 degree upline with 1/2 roll, exit inverted
/sounds|man80|Half square loop on corner from top, inverted entry
/sounds|man81|Stall Turn 3/4 roll up, 1/4 roll down
/sounds|man82|Landing
/sounds|man83|Takeoff
/sounds|man84|45 degree Upline with 4 point roll
/sounds|man85|Half square loop from top, half roll down
/sounds|man86|Slow Roll
/sounds|man87|Half Cuban with full roll, inverted exit
/sounds|man88|Triangle loop with one pos snap roll, inverted entry and exit
/sounds|man89|Top Hat, 3/4 roll up, 1/4 roll down, inverted entry
/sounds|man90|Double Immelman 2 of 2 point roll first, full roll second
/sounds|man91|Stall turn full roll up
/sounds|man92|Reverse Cuban Eight with 2 of 4 point rolls
/sounds|man93|Sharks tooth 1/2 roll on the vertical, 2 1/2 rolls reversed on the 45 down line
/sounds|man94|Figure Z with 1/2 roll up, inverted exit
/sounds|man95|Half square loop on corner from top, inverted entry
/sounds|man96|Figure M with 1/4 rolls
/sounds|man97|Humpty Bump with Options, 1/2 roll up or 1/4 roll up and down
/sounds|man98|Four point roll
/sounds|man99|Half square loop with 2 of 4 point roll up
/sounds|man100|Three turn spin
/sounds|man101|Landing
/sounds|man102|Takeoff
/sounds|man103|Cuban Eight with full rolls integrated into the top 90 degrees of both part loops
/sounds|man104|Half square loop with 4 of 8 point roll
/sounds|man105|Square loop from the top with 2 of 4 point rolls
/sounds|man106|Top Hat from top with options, 1 roll down, 2 of 4 point roll up
/sounds|man107|2-1/2 turn spin, inverted exit
/sounds|man108|Humpty bump with roll options, 1/4 or 1/2 rolls up and down
/sounds|man109|Eight Point Roll
/sounds|man110|Stall Turn, Full roll up, half roll down, inverted exit
/sounds|man111|Top Hat 2 of 2 point Roll Up, Snap Roll On Top, 2 of 4 point Roll Down
/sounds|man112|Half square loop on corner with 1/2 rolls, inverted exit
/sounds|man113|Humpty bump from top, 2 of 4 point roll down, full roll up, inverted entry Pull, Push, Push
/sounds|man114|Half Square with 1/2 roll
/sounds|man115|Triangular loop, from bottom, with 2 of 4 point rolls in 45 degree legs, full roll on top
/sounds|man116|Humpty bump with roll options, 1/4 or 1/2 rolls up and down, inverted exit
/sounds|man117|Two 3 of 4 point rolls Reversed, inverted exit
/sounds|man118|Stall Turn, 4 point roll up, half roll down
/sounds|man119|Hourglass, Middle entry top first, 1 1/2 snap roll down, inverted exit
/sounds|man120|Landing
